,transition_type,gene_segment,freq
80,2,"TRBV6-3, TRBV6-2, TRBV6-5, TRBV6-6, TRBV6-1",0.0014178230414088
81,2,TRBV6-4,-0.0211458007171538
82,2,"TRBV6-5, TRBV6-1, TRBV6-6",-0.0074686763812465
83,2,"TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-2, TRBV6-3",-1.2535883967858e-05
84,2,"TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-3, TRBV6-8",0.0046246877386001
85,2,"TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-8",-0.0141417392493286
86,2,"TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-8, TRBV6-3",-0.0066737264724765
87,2,"TRBV6-5, TRBV6-6, TRBV6-1",0.0027009497647833
88,2,"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-2, TRBV6-3",-1.2535883967858e-05
89,2,"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-3, TRBV6-8",0.0082062281703861
90,2,"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-8",-0.001669840394609
91,2,"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-8, TRBV6-3",-0.0008022590336845
